shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period,status,delivery_days
1699,2025-09-10,2025-09-12,South,North,No,Delivered,2
1702,2025-11-25,,North,East,Yes,In Transit,
1703,2025-09-29,2025-10-03,West,East,No,Delivered,4
1704,2025-12-29,2026-01-06,East,East,Yes,Delivered,8
1705,2025-10-27,2025-10-29,East,East,No,Delivered,2
1706,2025-09-18,2025-09-20,North,East,No,Delivered,2
1707,2025-08-30,2025-09-04,West,East,No,Delivered,5
1708,2025-09-02,2025-09-03,North,South,No,Delivered,1
1710,2025-09-13,2025-09-14,West,South,No,Delivered,1
1711,2025-09-02,2025-09-07,South,South,No,Delivered,5
1713,2025-11-26,2025-12-01,South,South,Yes,Delivered,5
1714,2025-12-30,2026-01-06,East,South,Yes,Delivered,7
1715,2025-12-29,2026-01-02,West,East,Yes,Delivered,4
1716,2025-11-29,2025-12-05,East,South,Yes,Delivered,6
1717,2025-09-10,2025-09-15,South,South,No,Delivered,5
1718,2025-09-17,2025-09-21,North,West,No,Delivered,4
1719,2025-11-30,2025-12-07,East,South,Yes,Delivered,7
1720,2025-11-30,2025-12-08,North,West,Yes,Delivered,8
1722,2025-12-21,2025-12-27,West,East,Yes,Delivered,6
1723,2025-09-10,2025-09-15,South,North,No,Delivered,5
1724,2025-12-29,2026-01-01,South,West,Yes,Delivered,3
1725,2025-09-25,2025-09-26,West,North,No,Delivered,1
1727,2025-11-06,2025-11-07,West,West,No,Delivered,1
1728,2025-11-07,2025-11-09,East,North,No,Delivered,2
1729,2025-11-24,2025-12-01,West,South,Yes,Delivered,7
1730,2025-09-17,,West,North,No,In Transit,
2604,2025-09-16,2025-09-18,South,West,No,Delivered,2
1733,2025-12-22,2025-12-26,East,North,Yes,Delivered,4
1734,2025-08-21,2025-08-25,East,North,No,Delivered,4
1735,2025-09-22,2025-09-25,South,North,No,Delivered,3
1736,2025-09-03,2025-09-06,South,South,No,Delivered,3
1737,2025-11-06,2025-11-07,West,North,No,Delivered,1
1738,2025-10-18,2025-10-19,West,South,No,Delivered,1
1739,2025-11-29,2025-12-04,East,West,Yes,Delivered,5
1741,2025-12-19,2025-12-24,West,East,Yes,Delivered,5
1743,2025-08-30,2025-08-31,East,West,No,Delivered,1
1744,2025-11-29,,North,East,Yes,In Transit,
2605,2025-08-19,2025-08-21,West,East,No,Delivered,2
1746,2025-12-17,,East,West,Yes,In Transit,
1747,2025-10-19,2025-10-24,South,South,No,Delivered,5
1748,2025-10-10,2025-10-12,North,North,No,Delivered,2
1750,2025-09-02,,East,North,No,In Transit,
1751,2025-10-04,2025-10-07,East,South,No,Delivered,3
1752,2025-12-31,2026-01-02,North,East,Yes,Delivered,2
1753,2025-12-27,,North,South,Yes,In Transit,
1754,2025-09-02,,East,South,No,In Transit,
1755,2025-08-26,2025-08-29,North,North,No,Delivered,3
1756,2025-11-07,2025-11-10,South,North,No,Delivered,3
1757,2025-10-16,2025-10-19,West,North,No,Delivered,3
2606,2025-10-04,2025-10-05,South,West,No,Delivered,1
1759,2025-10-22,2025-10-25,East,North,No,Delivered,3
1760,2025-08-24,2025-08-27,North,West,No,Delivered,3
1761,2025-11-10,2025-11-12,West,West,No,Delivered,2
1762,2025-08-13,,East,North,No,In Transit,
1763,2025-08-27,2025-09-01,East,West,No,Delivered,5
1764,2025-12-17,2025-12-22,West,West,Yes,Delivered,5
1765,2025-09-02,2025-09-03,North,East,No,Delivered,1
2607,2025-08-15,2025-08-16,West,North,No,Delivered,1
1767,2025-12-21,2025-12-29,North,East,Yes,Delivered,8
1768,2025-12-27,2026-01-03,South,South,Yes,Delivered,7
1769,2025-09-12,2025-09-13,South,South,No,Delivered,1
1770,2025-09-07,2025-09-11,West,East,No,Delivered,4
1771,2025-09-30,2025-10-02,South,North,No,Delivered,2
1772,2025-09-16,2025-09-21,South,South,No,Delivered,5
1773,2025-10-25,2025-10-27,North,West,No,Delivered,2
1774,2025-09-21,2025-09-23,South,North,No,Delivered,2
1775,2025-10-02,,South,North,No,In Transit,
1776,2025-11-07,2025-11-11,North,East,No,Delivered,4
1777,2025-08-31,2025-09-03,East,North,No,Delivered,3
1778,2025-11-28,,North,East,Yes,In Transit,
1779,2025-08-31,2025-09-01,South,South,No,Delivered,1
1780,2025-09-15,2025-09-18,North,West,No,Delivered,3
1781,2025-08-29,2025-08-31,South,East,No,Delivered,2
1782,2025-11-29,2025-12-04,North,South,Yes,Delivered,5
1783,2025-10-11,2025-10-13,East,North,No,Delivered,2
1784,2025-09-26,,North,South,No,In Transit,
1786,2025-08-24,2025-08-26,South,North,No,Delivered,2
1787,2025-09-14,,North,South,No,In Transit,
1788,2025-09-15,2025-09-17,South,North,No,Delivered,2
1789,2025-08-15,2025-08-18,North,North,No,Delivered,3
2608,2025-11-25,,North,South,Yes,In Transit,
1791,2025-08-29,2025-09-01,South,West,No,Delivered,3
1792,2025-08-29,2025-09-03,South,North,No,Delivered,5
1793,2025-10-06,2025-10-10,North,West,No,Delivered,4
1794,2025-12-17,2025-12-19,West,East,Yes,Delivered,2
1795,2025-10-10,,East,West,No,In Transit,
1796,2025-09-14,2025-09-19,East,West,No,Delivered,5
1797,2025-10-12,2025-10-17,East,South,No,Delivered,5
1798,2025-09-09,,South,South,No,In Transit,
1799,2025-11-06,2025-11-09,West,West,No,Delivered,3
1800,2025-09-22,,South,East,No,In Transit,
1801,2025-11-24,2025-11-27,South,West,Yes,Delivered,3
1802,2025-08-27,2025-08-28,East,West,No,Delivered,1
1803,2025-08-22,2025-08-24,West,South,No,Delivered,2
243,2025-12-20,2025-12-22,East,East,Yes,Delivered,2
1805,2025-12-15,2025-12-18,South,North,Yes,Delivered,3
1806,2025-08-29,2025-09-02,North,West,No,Delivered,4
1808,2025-11-04,2025-11-07,East,West,No,Delivered,3
1809,2025-11-26,,West,North,Yes,In Transit,
1810,2025-12-24,2026-01-03,South,South,Yes,Delivered,10
1811,2025-09-15,2025-09-18,South,East,No,Delivered,3
1812,2025-08-25,2025-08-27,East,East,No,Delivered,2
1813,2025-09-18,2025-09-19,North,North,No,Delivered,1
1815,2025-09-02,2025-09-07,West,West,No,Delivered,5
1816,2025-11-06,2025-11-11,East,West,No,Delivered,5
1818,2025-10-02,2025-10-03,West,South,No,Delivered,1
2609,2025-10-03,2025-10-08,South,East,No,Delivered,5
1820,2025-11-21,2025-11-28,East,South,Yes,Delivered,7
1821,2025-11-26,2025-12-02,East,North,Yes,Delivered,6
1822,2025-10-14,2025-10-15,West,West,No,Delivered,1
1823,2025-09-22,2025-09-23,West,East,No,Delivered,1
1824,2025-10-27,2025-10-29,South,South,No,Delivered,2
1825,2025-11-27,2025-12-03,East,East,Yes,Delivered,6
1826,2025-12-24,2025-12-27,West,North,Yes,Delivered,3
1828,2025-11-02,2025-11-06,North,East,No,Delivered,4
1829,2025-11-27,2025-12-04,South,East,Yes,Delivered,7
1830,2025-11-04,2025-11-07,West,North,No,Delivered,3
1831,2025-12-19,2025-12-22,East,West,Yes,Delivered,3
1833,2025-10-22,,South,East,No,In Transit,
1834,2025-09-04,2025-09-07,North,West,No,Delivered,3
1835,2025-09-13,2025-09-16,West,North,No,Delivered,3
1836,2025-09-03,2025-09-07,North,East,No,Delivered,4
1837,2025-09-09,2025-09-12,South,North,No,Delivered,3
1838,2025-08-22,2025-08-25,North,South,No,Delivered,3
1839,2025-09-12,2025-09-17,East,East,No,Delivered,5
1840,2025-09-18,2025-09-22,North,East,No,Delivered,4
1843,2025-11-08,2025-11-10,East,South,No,Delivered,2
1844,2025-09-09,2025-09-14,North,West,No,Delivered,5
1846,2025-12-15,,East,North,Yes,In Transit,
1848,2025-10-17,2025-10-18,West,East,No,Delivered,1
1849,2025-12-27,2025-12-31,North,South,Yes,Delivered,4
1850,2025-10-30,2025-11-03,South,North,No,Delivered,4
1851,2025-10-15,2025-10-20,East,North,No,Delivered,5
1852,2025-09-07,2025-09-09,East,West,No,Delivered,2
1853,2025-10-03,2025-10-06,South,East,No,Delivered,3
1854,2025-11-25,2025-11-30,West,North,Yes,Delivered,5
1856,2025-10-28,2025-10-31,West,North,No,Delivered,3
1857,2025-09-15,2025-09-16,West,South,No,Delivered,1
1858,2025-09-01,2025-09-04,South,North,No,Delivered,3
1859,2025-09-27,2025-09-30,West,South,No,Delivered,3
1860,2025-09-19,2025-09-22,West,South,No,Delivered,3
1861,2025-10-29,2025-11-03,East,West,No,Delivered,5
1862,2025-11-07,2025-11-10,North,North,No,Delivered,3
1863,2025-11-21,2025-11-24,North,South,Yes,Delivered,3
1865,2025-09-26,,East,North,No,In Transit,
1866,2025-11-03,2025-11-04,East,South,No,Delivered,1
1867,2025-08-25,2025-08-29,West,East,No,Delivered,4
1870,2025-10-14,2025-10-19,South,East,No,Delivered,5
1872,2025-11-21,2025-11-23,South,North,Yes,Delivered,2
1873,2025-11-26,2025-12-02,East,West,Yes,Delivered,6
1874,2025-11-26,2025-12-05,East,West,Yes,Delivered,9
1875,2025-08-21,2025-08-26,West,West,No,Delivered,5
2610,2025-11-28,,West,South,Yes,In Transit,
1877,2025-12-23,2025-12-26,West,East,Yes,Delivered,3
1878,2025-12-15,2025-12-23,South,East,Yes,Delivered,8
1879,2025-09-22,2025-09-26,North,North,No,Delivered,4
1880,2025-11-10,2025-11-15,East,East,No,Delivered,5
1881,2025-11-21,,East,West,Yes,In Transit,
1882,2025-08-31,2025-09-04,East,East,No,Delivered,4
1883,2025-11-29,,South,West,Yes,In Transit,
1885,2025-11-26,2025-12-02,North,South,Yes,Delivered,6
1886,2025-10-26,,North,North,No,In Transit,
1887,2025-12-19,2025-12-29,East,West,Yes,Delivered,10
1888,2025-08-21,2025-08-26,East,East,No,Delivered,5
1889,2025-10-07,2025-10-10,North,South,No,Delivered,3
1892,2025-08-25,2025-08-26,North,North,No,Delivered,1
1893,2025-08-31,2025-09-04,South,North,No,Delivered,4
1894,2025-11-28,,South,West,Yes,In Transit,
1895,2025-12-16,2025-12-26,South,West,Yes,Delivered,10
1896,2025-12-27,2026-01-06,West,East,Yes,Delivered,10
1897,2025-08-19,2025-08-21,North,North,No,Delivered,2
1899,2025-08-17,2025-08-20,South,South,No,Delivered,3
1901,2025-09-06,2025-09-09,North,West,No,Delivered,3
1902,2025-12-22,2025-12-28,South,North,Yes,Delivered,6
1903,2025-09-06,2025-09-07,West,West,No,Delivered,1
1904,2025-11-08,2025-11-09,West,East,No,Delivered,1
1905,2025-09-09,2025-09-11,North,North,No,Delivered,2
1906,2025-11-29,,North,West,Yes,In Transit,
1907,2025-09-19,2025-09-22,West,North,No,Delivered,3
1908,2025-10-08,2025-10-12,West,South,No,Delivered,4
1910,2025-09-13,2025-09-16,East,East,No,Delivered,3
1911,2025-12-18,2025-12-28,East,West,Yes,Delivered,10
1912,2025-11-23,2025-12-02,West,West,Yes,Delivered,9
1913,2025-11-22,2025-11-25,South,South,Yes,Delivered,3
1917,2025-12-26,2025-12-30,West,South,Yes,Delivered,4
1918,2025-08-31,2025-09-02,North,West,No,Delivered,2
1919,2025-08-30,,North,North,No,In Transit,
1920,2025-10-01,2025-10-02,West,South,No,Delivered,1
1921,2025-11-01,2025-11-06,South,East,No,Delivered,5
1925,2025-08-24,2025-08-26,East,West,No,Delivered,2
1926,2025-10-20,2025-10-24,West,West,No,Delivered,4
1927,2025-10-14,2025-10-18,West,North,No,Delivered,4
1928,2025-10-05,2025-10-06,North,North,No,Delivered,1
1929,2025-12-19,2025-12-26,West,South,Yes,Delivered,7
1930,2025-11-28,2025-12-03,West,North,Yes,Delivered,5
1931,2025-10-20,2025-10-24,South,South,No,Delivered,4
1932,2025-10-08,2025-10-11,North,East,No,Delivered,3
1933,2025-09-30,2025-10-04,North,East,No,Delivered,4
1934,2025-11-05,2025-11-06,West,West,No,Delivered,1
1935,2025-12-29,2026-01-05,North,North,Yes,Delivered,7
1936,2025-10-21,2025-10-22,West,West,No,Delivered,1
1937,2025-10-27,2025-11-01,South,North,No,Delivered,5
1938,2025-12-22,2025-12-27,West,East,Yes,Delivered,5
1939,2025-09-17,2025-09-19,East,East,No,Delivered,2
1940,2025-08-27,2025-08-30,West,West,No,Delivered,3
1942,2025-11-25,,South,South,Yes,In Transit,
1943,2025-09-08,2025-09-11,West,East,No,Delivered,3
1944,2025-08-23,2025-08-27,South,South,No,Delivered,4
1945,2025-11-25,2025-12-02,East,North,Yes,Delivered,7
1946,2025-09-21,2025-09-23,North,East,No,Delivered,2
1947,2025-08-17,2025-08-22,West,South,No,Delivered,5
1948,2025-09-24,2025-10-01,North,West,No,Delivered,7
1950,2025-11-01,2025-11-02,West,South,No,Delivered,1
1951,2025-08-25,2025-08-27,North,South,No,Delivered,2
1952,2025-12-17,2025-12-24,West,North,Yes,Delivered,7
1953,2025-11-06,2025-11-07,West,West,No,Delivered,1
1954,2025-09-26,2025-09-30,East,North,No,Delivered,4
1955,2025-12-31,2026-01-06,East,North,Yes,Delivered,6
2611,2025-09-17,2025-09-21,West,South,No,Delivered,4
1957,2025-10-25,,East,East,No,In Transit,
1958,2025-11-02,2025-11-04,North,South,No,Delivered,2
1960,2025-10-03,2025-10-05,East,West,No,Delivered,2
1961,2025-12-20,2025-12-22,South,South,Yes,Delivered,2
1962,2025-10-22,,South,South,No,In Transit,
1963,2025-12-22,2025-12-24,North,North,Yes,Delivered,2
1965,2025-10-08,2025-10-10,East,South,No,Delivered,2
1966,2025-11-25,,East,South,Yes,In Transit,
1967,2025-08-17,2025-08-21,West,East,No,Delivered,4
1968,2025-12-27,,South,East,Yes,In Transit,
1969,2025-08-28,2025-08-30,West,West,No,Delivered,2
2612,2025-10-26,2025-10-31,South,South,No,Delivered,5
1971,2025-08-18,2025-08-23,East,South,No,Delivered,5
1972,2025-12-26,2026-01-05,East,West,Yes,Delivered,10
1973,2025-11-28,2025-12-05,North,North,Yes,Delivered,7
1974,2025-08-28,2025-08-29,West,West,No,Delivered,1
1975,2025-08-21,2025-08-24,North,West,No,Delivered,3
1976,2025-11-25,2025-12-04,East,North,Yes,Delivered,9
1978,2025-12-27,2025-12-29,North,East,Yes,Delivered,2
1979,2025-09-17,2025-09-20,West,South,No,Delivered,3
1980,2025-12-31,2026-01-07,South,South,Yes,Delivered,7
1981,2025-10-20,2025-10-23,West,North,No,Delivered,3
1982,2025-10-09,2025-10-13,East,North,No,Delivered,4
1983,2025-09-13,2025-09-15,North,North,No,Delivered,2
1984,2025-12-18,2025-12-27,East,West,Yes,Delivered,9
1985,2025-10-22,2025-10-24,South,East,No,Delivered,2
1986,2025-11-24,2025-11-30,West,East,Yes,Delivered,6
1987,2025-11-22,2025-11-24,West,North,Yes,Delivered,2
1988,2025-11-29,2025-12-03,South,North,Yes,Delivered,4
1990,2025-10-18,2025-10-21,South,North,No,Delivered,3
1991,2025-09-23,2025-09-26,North,West,No,Delivered,3
1992,2025-09-30,2025-10-01,East,North,No,Delivered,1
1993,2025-10-25,2025-10-27,North,North,No,Delivered,2
1995,2025-08-28,2025-08-30,East,South,No,Delivered,2
1997,2025-11-28,,East,West,Yes,In Transit,
1998,2025-09-18,2025-09-20,West,North,No,Delivered,2
1999,2025-11-23,2025-12-01,East,North,Yes,Delivered,8
2001,2025-08-13,2025-08-14,East,East,No,Delivered,1
2002,2025-10-28,2025-10-31,South,West,No,Delivered,3
2003,2025-10-25,2025-10-28,East,West,No,Delivered,3
2004,2025-12-31,2026-01-07,East,West,Yes,Delivered,7
2005,2025-09-07,2025-09-12,East,West,No,Delivered,5
2006,2025-09-20,2025-09-23,East,West,No,Delivered,3
2007,2025-09-08,2025-09-09,North,West,No,Delivered,1
2008,2025-09-03,,South,West,No,In Transit,
2010,2025-10-20,2025-10-22,West,West,No,Delivered,2
2011,2025-08-19,2025-08-22,South,South,No,Delivered,3
2012,2025-09-13,2025-09-14,South,West,No,Delivered,1
2013,2025-09-13,2025-09-15,North,West,No,Delivered,2
2014,2025-09-19,2025-09-21,North,West,No,Delivered,2
2015,2025-09-30,2025-10-02,South,West,No,Delivered,2
2016,2025-09-10,2025-09-16,North,South,No,Delivered,6
2017,2025-12-20,,North,North,Yes,In Transit,
2018,2025-11-22,2025-11-26,East,East,Yes,Delivered,4
2019,2025-12-25,2026-01-03,North,East,Yes,Delivered,9
2020,2025-11-27,,North,East,Yes,In Transit,
2024,2025-12-19,2025-12-21,South,South,Yes,Delivered,2
2026,2025-09-20,2025-09-24,South,East,No,Delivered,4
2027,2025-10-21,,East,West,No,In Transit,
2613,2025-10-22,2025-10-24,North,West,No,Delivered,2
2031,2025-11-22,2025-11-28,South,North,Yes,Delivered,6
2032,2025-11-10,2025-11-15,West,West,No,Delivered,5
2033,2025-09-10,2025-09-11,East,West,No,Delivered,1
2034,2025-12-20,,West,North,Yes,In Transit,
2035,2025-12-25,2026-01-01,North,South,Yes,Delivered,7
2036,2025-12-31,2026-01-06,East,West,Yes,Delivered,6
2037,2025-12-27,,West,East,Yes,In Transit,
2038,2025-12-15,2025-12-23,North,East,Yes,Delivered,8
2039,2025-12-31,2026-01-09,West,East,Yes,Delivered,9
2040,2025-10-25,2025-10-26,East,East,No,Delivered,1
2041,2025-12-30,2026-01-07,North,South,Yes,Delivered,8
2044,2025-11-21,2025-11-30,West,West,Yes,Delivered,9
2046,2025-09-12,2025-09-14,East,East,No,Delivered,2
2047,2025-11-28,2025-12-08,South,South,Yes,Delivered,10
2048,2025-09-28,2025-09-29,West,West,No,Delivered,1
2049,2025-10-18,2025-10-23,West,East,No,Delivered,5
2051,2025-12-26,2026-01-02,South,North,Yes,Delivered,7
2052,2025-09-22,2025-09-26,East,East,No,Delivered,4
2053,2025-10-14,2025-10-19,South,East,No,Delivered,5
2054,2025-09-25,2025-09-29,East,North,No,Delivered,4
2056,2025-10-31,2025-11-01,South,North,No,Delivered,1
2057,2025-10-29,,South,West,No,In Transit,
2058,2025-10-01,2025-10-03,South,South,No,Delivered,2
2059,2025-09-24,2025-09-26,South,East,No,Delivered,2
2060,2025-10-29,2025-10-31,East,South,No,Delivered,2
2061,2025-09-28,2025-09-29,East,North,No,Delivered,1
2062,2025-11-21,2025-11-30,North,North,Yes,Delivered,9
2063,2025-10-05,2025-10-06,West,South,No,Delivered,1
2064,2025-11-20,2025-11-28,South,East,Yes,Delivered,8
2065,2025-08-21,2025-08-23,West,North,No,Delivered,2
2066,2025-09-24,2025-09-25,North,East,No,Delivered,1
2067,2025-11-06,2025-11-10,South,East,No,Delivered,4
2068,2025-10-12,2025-10-16,North,East,No,Delivered,4
2069,2025-09-28,2025-10-02,North,East,No,Delivered,4
2070,2025-12-18,,East,West,Yes,In Transit,
2073,2025-09-08,2025-09-09,East,South,No,Delivered,1
2075,2025-08-31,,East,West,No,In Transit,
2076,2025-08-28,2025-08-30,West,West,No,Delivered,2
2077,2025-09-03,2025-09-07,South,North,No,Delivered,4
2078,2025-10-30,2025-10-31,East,North,No,Delivered,1
2079,2025-10-03,2025-10-04,South,West,No,Delivered,1
2080,2025-12-30,2026-01-07,North,North,Yes,Delivered,8
2081,2025-09-05,2025-09-10,West,East,No,Delivered,5
2082,2025-09-04,2025-09-08,North,West,No,Delivered,4
2083,2025-11-10,2025-11-11,South,South,No,Delivered,1
2084,2025-10-21,2025-10-24,West,West,No,Delivered,3
2085,2025-11-01,2025-11-04,East,South,No,Delivered,3
2086,2025-11-28,,East,South,Yes,In Transit,
2087,2025-09-16,2025-09-20,North,North,No,Delivered,4
2088,2025-11-09,2025-11-13,North,East,No,Delivered,4
2089,2025-11-24,2025-11-29,East,West,Yes,Delivered,5
2090,2025-10-21,2025-10-22,West,South,No,Delivered,1
2091,2025-12-28,,East,West,Yes,In Transit,
2092,2025-10-31,2025-11-01,West,South,No,Delivered,1
2093,2025-08-24,2025-08-25,South,North,No,Delivered,1
2094,2025-09-30,2025-10-09,South,South,No,Delivered,9
2095,2025-12-15,2025-12-24,West,North,Yes,Delivered,9
2096,2025-08-23,2025-08-24,South,West,No,Delivered,1
2097,2025-11-04,2025-11-05,North,North,No,Delivered,1
2614,2025-10-04,2025-10-05,East,West,No,Delivered,1
2099,2025-11-01,2025-11-03,North,North,No,Delivered,2
2100,2025-10-19,2025-10-21,East,South,No,Delivered,2
2101,2025-12-20,2025-12-23,East,East,Yes,Delivered,3
2104,2025-12-15,2025-12-18,North,West,Yes,Delivered,3
2105,2025-11-30,,South,South,Yes,In Transit,
2106,2025-12-15,2025-12-23,South,East,Yes,Delivered,8
2107,2025-11-23,2025-11-28,East,North,Yes,Delivered,5
2108,2025-11-04,2025-11-07,North,East,No,Delivered,3
2109,2025-09-10,2025-09-11,South,West,No,Delivered,1
2110,2025-11-21,2025-11-29,South,West,Yes,Delivered,8
2111,2025-11-21,2025-11-24,East,West,Yes,Delivered,3
2112,2025-09-20,2025-09-24,South,North,No,Delivered,4
2113,2025-12-26,2025-12-30,West,West,Yes,Delivered,4
2114,2025-11-23,2025-11-26,South,North,Yes,Delivered,3
2116,2025-10-19,2025-10-21,South,East,No,Delivered,2
2118,2025-11-21,2025-11-25,South,North,Yes,Delivered,4
2119,2025-10-05,2025-10-06,East,East,No,Delivered,1
2120,2025-11-20,2025-11-27,East,East,Yes,Delivered,7
2122,2025-09-16,2025-09-18,East,South,No,Delivered,2
2124,2025-09-28,2025-10-03,North,North,No,Delivered,5
2125,2025-09-15,2025-09-17,North,West,No,Delivered,2
2615,2025-08-21,,West,North,No,In Transit,
2616,2025-09-14,2025-09-16,South,South,No,Delivered,2
2131,2025-10-23,2025-10-24,North,South,No,Delivered,1
2132,2025-09-05,2025-09-07,West,East,No,Delivered,2
2133,2025-09-28,2025-10-02,South,South,No,Delivered,4
2134,2025-08-20,2025-08-25,North,North,No,Delivered,5
2135,2025-11-29,2025-12-05,South,South,Yes,Delivered,6
2136,2025-08-17,,South,North,No,In Transit,
2137,2025-11-26,2025-12-04,West,North,Yes,Delivered,8
2138,2025-11-28,,East,South,Yes,In Transit,
2139,2025-09-11,2025-09-13,East,South,No,Delivered,2
2140,2025-09-28,2025-09-29,West,South,No,Delivered,1
2142,2025-10-20,2025-10-25,East,South,No,Delivered,5
2143,2025-10-23,2025-10-25,South,North,No,Delivered,2
2144,2025-12-21,2025-12-23,West,South,Yes,Delivered,2
2145,2025-12-31,,South,North,Yes,In Transit,
2146,2025-12-17,2025-12-25,South,West,Yes,Delivered,8
2147,2025-11-24,,South,West,Yes,In Transit,
2148,2025-09-19,2025-09-21,North,South,No,Delivered,2
2149,2025-09-27,2025-10-01,South,East,No,Delivered,4
2617,2025-09-26,2025-09-29,East,West,No,Delivered,3
2151,2025-10-31,2025-11-04,West,South,No,Delivered,4
2152,2025-12-23,2026-01-01,South,West,Yes,Delivered,9
2154,2025-10-05,2025-10-10,North,West,No,Delivered,5
2155,2025-10-06,,North,North,No,In Transit,
2156,2025-11-01,2025-11-05,East,East,No,Delivered,4
2157,2025-11-26,,North,West,Yes,In Transit,
2159,2025-10-16,2025-10-18,North,East,No,Delivered,2
2160,2025-10-09,2025-10-10,West,East,No,Delivered,1
2618,2025-09-19,2025-09-23,South,South,No,Delivered,4
2162,2025-08-21,2025-08-26,South,East,No,Delivered,5
2163,2025-11-27,2025-12-05,South,East,Yes,Delivered,8
2164,2025-12-18,2025-12-22,West,East,Yes,Delivered,4
2165,2025-10-24,2025-10-26,East,West,No,Delivered,2
2166,2025-12-21,,West,North,Yes,In Transit,
2167,2025-08-27,2025-08-31,North,North,No,Delivered,4
2168,2025-08-23,2025-08-26,West,South,No,Delivered,3
2169,2025-09-23,2025-09-25,West,North,No,Delivered,2
2170,2025-09-18,2025-09-21,East,West,No,Delivered,3
2171,2025-10-29,,South,North,No,In Transit,
2172,2025-08-19,2025-08-20,East,South,No,Delivered,1
2173,2025-12-30,2026-01-04,West,East,Yes,Delivered,5
2175,2025-08-23,2025-08-28,East,South,No,Delivered,5
2176,2025-12-31,,South,North,Yes,In Transit,
2177,2025-08-22,2025-08-27,West,North,No,Delivered,5
2178,2025-11-01,2025-11-03,East,East,No,Delivered,2
2179,2025-10-29,2025-11-01,East,North,No,Delivered,3
2180,2025-10-22,2025-10-26,West,North,No,Delivered,4
2181,2025-10-16,2025-10-17,North,West,No,Delivered,1
2182,2025-11-08,2025-11-10,North,South,No,Delivered,2
2183,2025-10-01,2025-10-02,North,South,No,Delivered,1
2184,2025-10-10,2025-10-12,East,South,No,Delivered,2
2185,2025-08-30,2025-09-03,East,East,No,Delivered,4
2186,2025-09-26,2025-09-30,North,South,No,Delivered,4
2187,2025-11-08,2025-11-09,West,South,No,Delivered,1
2188,2025-09-27,2025-09-30,North,East,No,Delivered,3
2190,2025-10-13,2025-10-18,South,North,No,Delivered,5
2191,2025-10-27,2025-10-28,North,West,No,Delivered,1
2192,2025-12-28,2025-12-31,South,South,Yes,Delivered,3
2193,2025-10-23,2025-10-27,West,South,No,Delivered,4
2194,2025-08-29,2025-09-01,West,North,No,Delivered,3
2196,2025-09-11,2025-09-16,North,West,No,Delivered,5
2197,2025-09-28,2025-09-29,West,North,No,Delivered,1
2198,2025-09-27,2025-10-04,North,East,No,Delivered,7
2200,2025-09-18,2025-09-20,East,North,No,Delivered,2
2619,2025-09-25,2025-09-30,West,South,No,Delivered,5
2202,2025-09-20,2025-09-25,East,West,No,Delivered,5
2203,2025-08-26,2025-08-29,West,South,No,Delivered,3
2204,2025-12-19,2025-12-29,North,North,Yes,Delivered,10
2205,2025-12-19,,West,East,Yes,In Transit,
2206,2025-10-25,2025-10-28,South,South,No,Delivered,3
2207,2025-12-30,2026-01-01,West,East,Yes,Delivered,2
2208,2025-11-08,2025-11-10,East,West,No,Delivered,2
2210,2025-08-13,2025-08-17,South,East,No,Delivered,4
2211,2025-08-22,2025-08-26,South,West,No,Delivered,4
2212,2025-09-08,2025-09-09,East,North,No,Delivered,1
2213,2025-09-15,2025-09-19,South,North,No,Delivered,4
2214,2025-12-16,2025-12-24,North,South,Yes,Delivered,8
2216,2025-09-19,2025-09-23,South,West,No,Delivered,4
2217,2025-11-30,2025-12-02,North,East,Yes,Delivered,2
2218,2025-12-25,2025-12-27,West,North,Yes,Delivered,2
2219,2025-11-10,2025-11-13,East,East,No,Delivered,3
2220,2025-10-29,2025-11-02,East,East,No,Delivered,4
2221,2025-11-10,2025-11-11,North,South,No,Delivered,1
2222,2025-08-25,2025-08-30,East,South,No,Delivered,5
2223,2025-08-22,2025-08-27,West,South,No,Delivered,5
2224,2025-10-08,2025-10-09,South,East,No,Delivered,1
2226,2025-08-17,2025-08-20,North,East,No,Delivered,3
2227,2025-11-24,2025-12-02,West,South,Yes,Delivered,8
2228,2025-12-15,2025-12-23,South,West,Yes,Delivered,8
2229,2025-11-21,2025-11-25,South,West,Yes,Delivered,4
2230,2025-11-27,2025-12-01,North,East,Yes,Delivered,4
2231,2025-11-30,2025-12-04,East,North,Yes,Delivered,4
2232,2025-11-30,2025-12-04,North,North,Yes,Delivered,4
2233,2025-10-23,,North,South,No,In Transit,
2234,2025-11-29,2025-12-06,South,West,Yes,Delivered,7
2236,2025-09-13,2025-09-18,West,North,No,Delivered,5
2237,2025-09-06,2025-09-07,South,West,No,Delivered,1
2238,2025-12-31,2026-01-08,North,East,Yes,Delivered,8
2620,2025-10-19,2025-10-22,West,East,No,Delivered,3
2240,2025-09-08,2025-09-10,West,North,No,Delivered,2
2242,2025-10-01,2025-10-04,North,South,No,Delivered,3
2243,2025-12-29,2026-01-06,East,East,Yes,Delivered,8
2244,2025-11-20,,South,North,Yes,In Transit,
2245,2025-09-15,2025-09-19,East,East,No,Delivered,4
2246,2025-09-27,2025-09-30,South,East,No,Delivered,3
2247,2025-12-15,2025-12-21,East,West,Yes,Delivered,6
2621,2025-09-07,2025-09-12,North,South,No,Delivered,5
