shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period
1742.0,2025-10-09,2025-10-12,,,No
1743.0,2025-08-30,2025-08-31,East,West,No
1744.0,2025-11-29,,North,East,Yes
,2025-08-19,2025-08-21,West,East,No
1746.0,2025-12-17,,East,West,Yes
1747.0,2025-10-19,2025-10-24,South,South,No
1748.0,2025-10-10,2025-10-12,North,North,No
21.0,2025-12-15,2025-12-20,South,South,Yes
1750.0,2025-09-02,,East,North,No
1751.0,2025-10-04,2025-10-07,East,South,No
1752.0,2025-12-31,2026-01-02,North,East,Yes
1753.0,2025-12-27,,North,South,Yes
1754.0,2025-09-02,,East,South,No
1755.0,2025-08-26,2025-08-29,North,North,No
1756.0,2025-11-07,2025-11-10,South,North,No
1757.0,2025-10-16,2025-10-19,West,North,No
,2025-10-04,2025-10-05,South,West,No
1759.0,2025-10-22,2025-10-25,East,North,No
1760.0,2025-08-24,2025-08-27,North,West,No
1761.0,2025-11-10,2025-11-12,West,West,No
1762.0,2025-08-13,,East,North,No
1763.0,2025-08-27,2025-09-01,East,West,No
1764.0,2025-12-17,2025-12-22,West,West,Yes
1765.0,2025-09-02,2025-09-03,North,East,No
,2025-08-15,2025-08-16,West,North,No
1767.0,2025-12-21,2025-12-29, north ,east,Yes
1768.0,2025-12-27,2026-01-03,South,South,Yes
1769.0,2025-09-12,2025-09-13,South,South,No
1770.0,2025-09-07,2025-09-11,West,East,No
1771.0,2025-09-30,2025-10-02,South,North,No
1772.0,2025-09-16,2025-09-21,south, South,No
1773.0,2025-10-25,2025-10-27,North,West,No
1774.0,2025-09-21,2025-09-23,South,North,No
1775.0,2025-10-02,,South,North,No
1776.0,2025-11-07,2025-11-11,North,East,No
1777.0,2025-08-31,2025-09-03,East,North,No
1778.0,2025-11-28,,North,East,Yes
1779.0,2025-08-31,2025-09-01,South,South,No
1780.0,2025-09-15,2025-09-18,North,West,No
1781.0,2025-08-29,2025-08-31,South,East,No
1782.0,2025-11-29,2025-12-04,North,South,Yes
1783.0,2025-10-11,2025-10-13,East,North,No
1784.0,2025-09-26,,North,South,No
1.0,2025-08-20,2025-08-24,East,West,No
1786.0,2025-08-24,2025-08-26,South,North,No
1787.0,2025-09-14,,North,South,No
1788.0,2025-09-15,2025-09-17,South,North,No
1789.0,2025-08-15,2025-08-18,North,North,No
,2025-11-25,,North,South,Yes
1791.0,2025-08-29,2025-09-01,South,West,No
1792.0,2025-08-29,2025-09-03,South,North,No
1793.0,2025-10-06,2025-10-10,North,West,No
1794.0,2025-12-17,2025-12-19,West,East,Yes
1795.0,2025-10-10,,East,West,No
1796.0,2025-09-14,2025-09-19,East,West,No
1797.0,2025-10-12,2025-10-17,East,South,No
1798.0,2025-09-09,,South,South,No
1799.0,2025-11-06,2025-11-09,West,West,No
1800.0,2025-09-22,,South,East,No
1801.0,2025-11-24,2025-11-27,South,West,Yes
1802.0,2025-08-27,2025-08-28,East,West,No
1803.0,2025-08-22,2025-08-24,West,South,No
243.0,2025-12-20,2025-12-22,East,East,Yes
1805.0,2025-12-15,2025-12-18,south,north,Yes
1806.0,2025-08-29,2025-09-02,North,West,No
205.0,2025-11-27,2025-12-01,South,North,Yes
1808.0,2025-11-04,2025-11-07,EAST,WEST ,No
1809.0,2025-11-26,,West,North,Yes
1810.0,2025-12-24,2026-01-03,South,South,Yes
1811.0,2025-09-15,2025-09-18,South,East,No
1812.0,2025-08-25,2025-08-27,East,East,No
1813.0,2025-09-18,2025-09-19,North,North,No
1814.0,2025-12-31,2025-12-28,East,South,Yes
1815.0,2025-09-02,2025-09-07,West,West,No
1816.0,2025-11-06,2025-11-11,East,West,No
1817.0,2025-12-22,2026-01-03,East,East,Yes
1818.0,2025-10-02,2025-10-03,West,South,No
,2025-10-03,2025-10-08,South,East,No
1820.0,2025-11-21,2025-11-28,East,South,Yes
1821.0,2025-11-26,2025-12-02,East,North,Yes
1822.0,2025-10-14,2025-10-15,West,West,No
1823.0,2025-09-22,2025-09-23,West,East,No
1824.0,2025-10-27,2025-10-29,South,South,No
1825.0,2025-11-27,2025-12-03,East,East,Yes
1826.0,2025-12-24,2025-12-27,West,North,Yes
1827.0,2025-11-24,2025-11-22,West,East,Yes
1828.0,2025-11-02,2025-11-06,North,East,No
1829.0,2025-11-27,2025-12-04,South,East,Yes
1830.0,2025-11-04,2025-11-07,West,North,No
1831.0,2025-12-19,2025-12-22,East,West,Yes
1832.0,2025-12-27,2026-01-07,West,East,Yes
1833.0,2025-10-22,,South,East,No
1834.0,2025-09-04,2025-09-07,North,West,No
1835.0,2025-09-13,2025-09-16,West,North,No
1836.0,2025-09-03,2025-09-07,North,East,No
1837.0,2025-09-09,2025-09-12,South,North,No
1838.0,2025-08-22,2025-08-25,North,South,No
1839.0,2025-09-12,2025-09-17,East,East,No
1840.0,2025-09-18,2025-09-22,North,East,No
1841.0,2025-11-23,2025-12-06,North,East,Yes
1842.0,,,West,West,No
1843.0,2025-11-08,2025-11-10,East,South,No
1844.0,2025-09-09,2025-09-14,North,West,No
1845.0,2025-10-16,2025-10-15,South,West,No
1846.0,2025-12-15,,East,North,Yes
1847.0,2025-11-20,2025-11-29,,South,Yes
1848.0,2025-10-17,2025-10-18,West,East,No
1849.0,2025-12-27,2025-12-31,North,South,Yes
1850.0,2025-10-30,2025-11-03,South,North,No
1851.0,2025-10-15,2025-10-20,EAST,north,No
1852.0,2025-09-07,2025-09-09,East,West,No
1853.0,2025-10-03,2025-10-06,South,East,No
1854.0,2025-11-25,2025-11-30,West,North,Yes
172.0,2025-11-21,2025-11-29,West,West,Yes
1856.0,2025-10-28,2025-10-31,West,North,No
1857.0,2025-09-15,2025-09-16,west, South,No
1858.0,2025-09-01,2025-09-04,South,North,No
1859.0,2025-09-27,2025-09-30,West,South,No
1860.0,2025-09-19,2025-09-22,west, South,No
1861.0,2025-10-29,2025-11-03,East,West,No
1862.0,2025-11-07,2025-11-10,North,North,No
1863.0,2025-11-21,2025-11-24,North,South,Yes
1864.0,2025-08-13,2025-08-10,South,North,No
1865.0,2025-09-26,,East,North,No
1866.0,2025-11-03,2025-11-04,East,South,No
1867.0,2025-08-25,2025-08-29,West,East,No
51.0,2025-12-16,2025-12-20,East,West,Yes
178.0,2025-10-04,2025-10-05,East,West,No
1870.0,2025-10-14,2025-10-19,South,East,No
1871.0,2025-09-12,2025-09-16,,East,No
1872.0,2025-11-21,2025-11-23,South,North,Yes
1873.0,2025-11-26,2025-12-02,EAST,WEST ,Yes
1874.0,2025-11-26,2025-12-05,East,West,Yes
1875.0,2025-08-21,2025-08-26,West,West,No
,2025-11-28,,West,South,Yes
1877.0,2025-12-23,2025-12-26,West,East,Yes
1878.0,2025-12-15,2025-12-23,South,East,Yes
1879.0,2025-09-22,2025-09-26,North,North,No
1880.0,2025-11-10,2025-11-15,East,East,No
1881.0,2025-11-21,,East,West,Yes
1882.0,2025-08-31,2025-09-04,East,East,No
1883.0,2025-11-29,,South,West,Yes
177.0,2025-09-29,2025-10-04,West,South,No
1885.0,2025-11-26,2025-12-02,North,South,Yes
1886.0,2025-10-26,,North,North,No
1887.0,2025-12-19,2025-12-29,East,West,Yes
1888.0,2025-08-21,2025-08-26,East,East,No
1889.0,2025-10-07,2025-10-10,North,South,No
1890.0,2025-11-20,2025-12-02,West,West,Yes
1891.0,2025-08-22,2025-09-09,East,West,No
1892.0,2025-08-25,2025-08-26,North,North,No
1893.0,2025-08-31,2025-09-04,South,North,No
1894.0,2025-11-28,,South,West,Yes
1895.0,2025-12-16,2025-12-26,South,West,Yes
1896.0,2025-12-27,2026-01-06,West,East,Yes
1897.0,2025-08-19,2025-08-21,North,North,No
1898.0,2025-11-30,2025-12-06,West,,Yes
1899.0,2025-08-17,2025-08-20,South,South,No
1900.0,2025-11-22,2025-12-03,East,North,Yes
1901.0,2025-09-06,2025-09-09,North,West,No
1902.0,2025-12-22,2025-12-28,South,North,Yes
1903.0,2025-09-06,2025-09-07,West,West,No
1904.0,2025-11-08,2025-11-09,West,East,No
1905.0,2025-09-09,2025-09-11,North,North,No
1906.0,2025-11-29,,North,West,Yes
1907.0,2025-09-19,2025-09-22,West,North,No
1908.0,2025-10-08,2025-10-12,West,South,No
1909.0,2025-12-18,2025-12-31,North,West,Yes
1910.0,2025-09-13,2025-09-16,East,East,No
1911.0,2025-12-18,2025-12-28,East,West,Yes
1912.0,2025-11-23,2025-12-02,West,West,Yes
1913.0,2025-11-22,2025-11-25,South,South,Yes
229.0,2025-09-07,2025-09-12,South,North,No
1915.0,2025-12-15,2025-12-28,West,North,Yes
1916.0,2025-11-26,2025-12-07,North,West,Yes
1917.0,2025-12-26,2025-12-30,west, South,Yes
1918.0,2025-08-31,2025-09-02,North,West,No
1919.0,2025-08-30,,North,North,No
1920.0,2025-10-01,2025-10-02,West,South,No
1921.0,2025-11-01,2025-11-06,South,East,No
1922.0,2025-12-22,2026-01-02,West,South,Yes
1923.0,2025-11-22,2025-12-03,North,North,Yes
254.0,2025-10-23,2025-10-28,South,South,No
1925.0,2025-08-24,2025-08-26,East,West,No
1926.0,2025-10-20,2025-10-24,West,West,No
1927.0,2025-10-14,2025-10-18,West,North,No
1928.0,2025-10-05,2025-10-06,North,North,No
1929.0,2025-12-19,2025-12-26,West,South,Yes
1930.0,2025-11-28,2025-12-03,West,North,Yes
1931.0,2025-10-20,2025-10-24,South,South,No
1932.0,2025-10-08,2025-10-11,North,East,No
1933.0,2025-09-30,2025-10-04,North,East,No
1934.0,2025-11-05,2025-11-06,West,West,No
1935.0,2025-12-29,2026-01-05,North,North,Yes
1936.0,2025-10-21,2025-10-22,West,West,No
1937.0,2025-10-27,2025-11-01,South,North,No
1938.0,2025-12-22,2025-12-27,West,East,Yes
1939.0,2025-09-17,2025-09-19,East,East,No
1940.0,2025-08-27,2025-08-30,west,WEST ,No
81.0,2025-12-28,2026-01-08,North,South,Yes
1942.0,2025-11-25,,south, South,Yes
1943.0,2025-09-08,2025-09-11,West,East,No
1944.0,2025-08-23,2025-08-27,South,South,No
1945.0,2025-11-25,2025-12-02,East,North,Yes
1946.0,2025-09-21,2025-09-23, north ,east,No
1947.0,2025-08-17,2025-08-22,West,South,No
1948.0,2025-09-24,2025-10-01,North,West,No
178.0,2025-12-17,2025-12-22,West,North,Yes
1950.0,2025-11-01,2025-11-02,West,South,No
1951.0,2025-08-25,2025-08-27,North,South,No
1952.0,2025-12-17,2025-12-24,West,North,Yes
1953.0,2025-11-06,2025-11-07,West,West,No
1954.0,2025-09-26,2025-09-30,East,North,No
1955.0,2025-12-31,2026-01-06,East,North,Yes
,2025-09-17,2025-09-21,West,South,No
1957.0,2025-10-25,,East,East,No
1958.0,2025-11-02,2025-11-04,North,South,No
1959.0,2025-12-31,2026-01-12,East,South,Yes
1960.0,2025-10-03,2025-10-05,East,West,No
1961.0,2025-12-20,2025-12-22,South,South,Yes
1962.0,2025-10-22,,South,South,No
1963.0,2025-12-22,2025-12-24,North,North,Yes
1964.0,,,North,East,Yes
1965.0,2025-10-08,2025-10-10,EAST, South,No
1966.0,2025-11-25,,East,South,Yes
1967.0,2025-08-17,2025-08-21,West,East,No
1968.0,2025-12-27,,South,East,Yes
1969.0,2025-08-28,2025-08-30,West,West,No
,2025-10-26,2025-10-31,South,South,No
1971.0,2025-08-18,2025-08-23,East,South,No
1972.0,2025-12-26,2026-01-05,EAST,WEST ,Yes
1973.0,2025-11-28,2025-12-05,North,North,Yes
1974.0,2025-08-28,2025-08-29,West,West,No
1975.0,2025-08-21,2025-08-24,North,West,No
1976.0,2025-11-25,2025-12-04,East,North,Yes
195.0,2025-11-28,2025-12-06,South,South,Yes
1978.0,2025-12-27,2025-12-29,North,East,Yes
1979.0,2025-09-17,2025-09-20,West,South,No
1980.0,2025-12-31,2026-01-07,South,South,Yes
1981.0,2025-10-20,2025-10-23,West,North,No
1982.0,2025-10-09,2025-10-13,East,North,No
1983.0,2025-09-13,2025-09-15,North,North,No
1984.0,2025-12-18,2025-12-27,East,West,Yes
1985.0,2025-10-22,2025-10-24,south,east,No
1986.0,2025-11-24,2025-11-30,West,East,Yes
1987.0,2025-11-22,2025-11-24,West,North,Yes
1988.0,2025-11-29,2025-12-03,South,North,Yes
1989.0,,,South,North,No
1990.0,2025-10-18,2025-10-21,South,North,No
1991.0,2025-09-23,2025-09-26,North,West,No
1992.0,2025-09-30,2025-10-01,East,North,No
1993.0,2025-10-25,2025-10-27,North,North,No
1994.0,2025-11-20,2025-11-19,North,North,Yes
1995.0,2025-08-28,2025-08-30,East,South,No
1996.0,2025-11-27,2025-12-10,North,East,Yes
1997.0,2025-11-28,,East,West,Yes
1998.0,2025-09-18,2025-09-20,west,north,No
1999.0,2025-11-23,2025-12-01,East,North,Yes
71.0,2025-08-13,2025-08-15,North,North,No
2001.0,2025-08-13,2025-08-14,East,East,No
2002.0,2025-10-28,2025-10-31,South,West,No
2003.0,2025-10-25,2025-10-28,East,West,No
2004.0,2025-12-31,2026-01-07,East,West,Yes
2005.0,2025-09-07,2025-09-12,East,West,No
2006.0,2025-09-20,2025-09-23,East,West,No
2007.0,2025-09-08,2025-09-09, north ,WEST ,No
2008.0,2025-09-03,,South,West,No
2009.0,2025-12-31,2026-01-12,West,West,Yes
2010.0,2025-10-20,2025-10-22,West,West,No
2011.0,2025-08-19,2025-08-22,South,South,No
2012.0,2025-09-13,2025-09-14,South,West,No
2013.0,2025-09-13,2025-09-15,North,West,No
2014.0,2025-09-19,2025-09-21,North,West,No
2015.0,2025-09-30,2025-10-02,South,West,No
2016.0,2025-09-10,2025-09-16,North,South,No
2017.0,2025-12-20,,North,North,Yes
2018.0,2025-11-22,2025-11-26,East,East,Yes
2019.0,2025-12-25,2026-01-03,North,East,Yes
2020.0,2025-11-27,, north ,east,Yes
2021.0,2025-11-09,2025-11-14,,South,No
2022.0,,,North,North,No
2023.0,2025-11-24,2025-12-06,North,West,Yes
2024.0,2025-12-19,2025-12-21,South,South,Yes
150.0,2025-09-11,2025-09-14,North,East,No
2026.0,2025-09-20,2025-09-24,South,East,No
2027.0,2025-10-21,,East,West,No
2028.0,2025-11-26,2025-12-10,West,North,Yes
2029.0,2025-11-22,2025-12-05,North,North,Yes
,2025-10-22,2025-10-24,North,West,No
2031.0,2025-11-22,2025-11-28,South,North,Yes
2032.0,2025-11-10,2025-11-15,West,West,No
2033.0,2025-09-10,2025-09-11,East,West,No
2034.0,2025-12-20,,West,North,Yes
2035.0,2025-12-25,2026-01-01,North,South,Yes
2036.0,2025-12-31,2026-01-06,East,West,Yes
2037.0,2025-12-27,,West,East,Yes
2038.0,2025-12-15,2025-12-23,North,East,Yes
2039.0,2025-12-31,2026-01-09,West,East,Yes
2040.0,2025-10-25,2025-10-26,East,East,No
2041.0,2025-12-30,2026-01-07,North,South,Yes
2042.0,2025-12-28,2026-01-08,East,North,Yes
192.0,2025-08-18,2025-08-21,East,South,No
2044.0,2025-11-21,2025-11-30,West,West,Yes
2045.0,2025-11-23,2025-11-22,South,East,Yes
2046.0,2025-09-12,2025-09-14,East,East,No
2047.0,2025-11-28,2025-12-08,South,South,Yes
2048.0,2025-09-28,2025-09-29,West,West,No
2049.0,2025-10-18,2025-10-23,West,East,No
2050.0,2025-08-20,2025-08-17,South,South,No
2051.0,2025-12-26,2026-01-02,South,North,Yes
2052.0,2025-09-22,2025-09-26,East,East,No
2053.0,2025-10-14,2025-10-19,South,East,No
2054.0,2025-09-25,2025-09-29,East,North,No
2055.0,2025-10-21,2025-10-26,South,,No
2056.0,2025-10-31,2025-11-01,South,North,No
2057.0,2025-10-29,,South,West,No
2058.0,2025-10-01,2025-10-03,South,South,No
2059.0,2025-09-24,2025-09-26,South,East,No
2060.0,2025-10-29,2025-10-31,East,South,No
2061.0,2025-09-28,2025-09-29,East,North,No
2062.0,2025-11-21,2025-11-30,North,North,Yes
2063.0,2025-10-05,2025-10-06,West,South,No
2064.0,2025-11-20,2025-11-28,South,East,Yes
2065.0,2025-08-21,2025-08-23,West,North,No
2066.0,2025-09-24,2025-09-25,North,East,No
2067.0,2025-11-06,2025-11-10,South,East,No
2068.0,2025-10-12,2025-10-16,North,East,No
2069.0,2025-09-28,2025-10-02,North,East,No
2070.0,2025-12-18,,East,West,Yes
2071.0,,,East,North,No
2072.0,2025-12-31,2026-01-11,South,North,Yes
2073.0,2025-09-08,2025-09-09,East,South,No
2074.0,2025-11-02,2025-10-30,North,South,No
2075.0,2025-08-31,,East,West,No
2076.0,2025-08-28,2025-08-30,West,West,No
2077.0,2025-09-03,2025-09-07,South,North,No
2078.0,2025-10-30,2025-10-31,East,North,No
2079.0,2025-10-03,2025-10-04,South,West,No
2080.0,2025-12-30,2026-01-07,North,North,Yes
2081.0,2025-09-05,2025-09-10,West,East,No
2082.0,2025-09-04,2025-09-08,North,West,No
2083.0,2025-11-10,2025-11-11,South,South,No
2084.0,2025-10-21,2025-10-24,West,West,No
2085.0,2025-11-01,2025-11-04,EAST, South,No
2086.0,2025-11-28,,East,South,Yes
2087.0,2025-09-16,2025-09-20,North,North,No
2088.0,2025-11-09,2025-11-13,North,East,No
2089.0,2025-11-24,2025-11-29,East,West,Yes
2090.0,2025-10-21,2025-10-22,West,South,No
2091.0,2025-12-28,,East,West,Yes
2092.0,2025-10-31,2025-11-01,west, South,No
2093.0,2025-08-24,2025-08-25,South,North,No
2094.0,2025-09-30,2025-10-09,South,South,No
2095.0,2025-12-15,2025-12-24,West,North,Yes
2096.0,2025-08-23,2025-08-24,South,West,No
2097.0,2025-11-04,2025-11-05,North,North,No
,2025-10-04,2025-10-05,East,West,No
2099.0,2025-11-01,2025-11-03,North,North,No
2100.0,2025-10-19,2025-10-21,East,South,No
2101.0,2025-12-20,2025-12-23,East,East,Yes
2102.0,2025-10-14,2025-10-16,,North,No
198.0,2025-10-25,2025-10-29,South,East,No
2104.0,2025-12-15,2025-12-18,North,West,Yes
2105.0,2025-11-30,,South,South,Yes
2106.0,2025-12-15,2025-12-23,South,East,Yes
2107.0,2025-11-23,2025-11-28,East,North,Yes
2108.0,2025-11-04,2025-11-07,North,East,No
2109.0,2025-09-10,2025-09-11,South,West,No
2110.0,2025-11-21,2025-11-29,South,West,Yes
2111.0,2025-11-21,2025-11-24,East,West,Yes
2112.0,2025-09-20,2025-09-24,South,North,No
2113.0,2025-12-26,2025-12-30,West,West,Yes
2114.0,2025-11-23,2025-11-26,South,North,Yes
2115.0,2025-11-25,2025-12-09,South,East,Yes
2116.0,2025-10-19,2025-10-21,South,East,No
2117.0,2025-11-20,2025-12-01,South,South,Yes
2118.0,2025-11-21,2025-11-25,South,North,Yes
2119.0,2025-10-05,2025-10-06,EAST,east,No
2120.0,2025-11-20,2025-11-27,East,East,Yes
2121.0,2025-09-03,2025-09-06,,,No
2122.0,2025-09-16,2025-09-18,East,South,No
2123.0,2025-12-23,2026-01-03,South,North,Yes
2124.0,2025-09-28,2025-10-03,North,North,No
2125.0,2025-09-15,2025-09-17,North,West,No
,2025-08-21,,West,North,No
,2025-09-14,2025-09-16,South,South,No
2128.0,2025-12-27,2026-01-08,West,North,Yes
2129.0,2025-08-23,2025-09-14,East,South,No
2130.0,2025-11-21,2025-11-20,East,East,Yes
2131.0,2025-10-23,2025-10-24,North,South,No
2132.0,2025-09-05,2025-09-07,West,East,No
2133.0,2025-09-28,2025-10-02,South,South,No
2134.0,2025-08-20,2025-08-25,North,North,No
2135.0,2025-11-29,2025-12-05,South,South,Yes
2136.0,2025-08-17,,South,North,No
2137.0,2025-11-26,2025-12-04,West,North,Yes
2138.0,2025-11-28,,East,South,Yes
2139.0,2025-09-11,2025-09-13,East,South,No
2140.0,2025-09-28,2025-09-29,West,South,No
2141.0,2025-09-15,2025-09-16,,,No
2142.0,2025-10-20,2025-10-25,East,South,No
2143.0,2025-10-23,2025-10-25,South,North,No
2144.0,2025-12-21,2025-12-23,west, South,Yes
2145.0,2025-12-31,,South,North,Yes
2146.0,2025-12-17,2025-12-25,South,West,Yes
2147.0,2025-11-24,,South,West,Yes
2148.0,2025-09-19,2025-09-21,North,South,No
2149.0,2025-09-27,2025-10-01,South,East,No
,2025-09-26,2025-09-29,East,West,No
2151.0,2025-10-31,2025-11-04,West,South,No
2152.0,2025-12-23,2026-01-01,South,West,Yes
14.0,2025-11-24,2025-11-29,West,North,Yes
2154.0,2025-10-05,2025-10-10,North,West,No
2155.0,2025-10-06,,North,North,No
2156.0,2025-11-01,2025-11-05,East,East,No
2157.0,2025-11-26,,North,West,Yes
2158.0,,,North,North,No
2159.0,2025-10-16,2025-10-18, north ,east,No
2160.0,2025-10-09,2025-10-10,West,East,No
,2025-09-19,2025-09-23,South,South,No
2162.0,2025-08-21,2025-08-26,South,East,No
2163.0,2025-11-27,2025-12-05,South,East,Yes
2164.0,2025-12-18,2025-12-22,West,East,Yes
2165.0,2025-10-24,2025-10-26,East,West,No
2166.0,2025-12-21,,West,North,Yes
2167.0,2025-08-27,2025-08-31,North,North,No
2168.0,2025-08-23,2025-08-26,West,South,No
2169.0,2025-09-23,2025-09-25,West,North,No
2170.0,2025-09-18,2025-09-21,East,West,No
2171.0,2025-10-29,,South,North,No
2172.0,2025-08-19,2025-08-20,East,South,No
2173.0,2025-12-30,2026-01-04,West,East,Yes
2174.0,2025-10-13,2025-10-08,East,East,No
2175.0,2025-08-23,2025-08-28,East,South,No
2176.0,2025-12-31,,South,North,Yes
2177.0,2025-08-22,2025-08-27,West,North,No
2178.0,2025-11-01,2025-11-03,East,East,No
2179.0,2025-10-29,2025-11-01,East,North,No
2180.0,2025-10-22,2025-10-26,West,North,No
2181.0,2025-10-16,2025-10-17,North,West,No
2182.0,2025-11-08,2025-11-10,North,South,No
2183.0,2025-10-01,2025-10-02,North,South,No
2184.0,2025-10-10,2025-10-12,East,South,No
2185.0,2025-08-30,2025-09-03,East,East,No
2186.0,2025-09-26,2025-09-30,North,South,No
2187.0,2025-11-08,2025-11-09,West,South,No
2188.0,2025-09-27,2025-09-30,North,East,No
17.0,2025-10-13,2025-10-17,West,East,No
2190.0,2025-10-13,2025-10-18,South,North,No
2191.0,2025-10-27,2025-10-28,North,West,No
2192.0,2025-12-28,2025-12-31,South,South,Yes
2193.0,2025-10-23,2025-10-27,West,South,No
2194.0,2025-08-29,2025-09-01,West,North,No
210.0,2025-08-19,2025-08-22,East,North,No
2196.0,2025-09-11,2025-09-16,North,West,No
2197.0,2025-09-28,2025-09-29,West,North,No
2198.0,2025-09-27,2025-10-04,North,East,No
243.0,2025-11-29,,North,South,Yes
2200.0,2025-09-18,2025-09-20,East,North,No
,2025-09-25,2025-09-30,West,South,No
2202.0,2025-09-20,2025-09-25,East,West,No
2203.0,2025-08-26,2025-08-29,West,South,No
2204.0,2025-12-19,2025-12-29,North,North,Yes
2205.0,2025-12-19,,West,East,Yes
2206.0,2025-10-25,2025-10-28,South,South,No
2207.0,2025-12-30,2026-01-01,west,east,Yes
2208.0,2025-11-08,2025-11-10,East,West,No
2209.0,2025-11-20,2025-12-02,East,South,Yes
2210.0,2025-08-13,2025-08-17,south,east,No
2211.0,2025-08-22,2025-08-26,South,West,No
2212.0,2025-09-08,2025-09-09,East,North,No
2213.0,2025-09-15,2025-09-19,South,North,No
2214.0,2025-12-16,2025-12-24,North,South,Yes
2215.0,2025-10-08,2025-10-23,West,East,No
2216.0,2025-09-19,2025-09-23,South,West,No
2217.0,2025-11-30,2025-12-02,North,East,Yes
2218.0,2025-12-25,2025-12-27,West,North,Yes
2219.0,2025-11-10,2025-11-13,East,East,No
2220.0,2025-10-29,2025-11-02,EAST,east,No
2221.0,2025-11-10,2025-11-11, north , South,No
2222.0,2025-08-25,2025-08-30,East,South,No
2223.0,2025-08-22,2025-08-27,West,South,No
2224.0,2025-10-08,2025-10-09,South,East,No
2225.0,2025-12-23,2025-12-22,East,East,Yes
2226.0,2025-08-17,2025-08-20,North,East,No
2227.0,2025-11-24,2025-12-02,West,South,Yes
2228.0,2025-12-15,2025-12-23,South,West,Yes
2229.0,2025-11-21,2025-11-25,South,West,Yes
2230.0,2025-11-27,2025-12-01,North,East,Yes
2231.0,2025-11-30,2025-12-04,East,North,Yes
2232.0,2025-11-30,2025-12-04,North,North,Yes
2233.0,2025-10-23,,North,South,No
2234.0,2025-11-29,2025-12-06,South,West,Yes
196.0,2025-10-21,2025-10-26,East,East,No
2236.0,2025-09-13,2025-09-18,West,North,No
2237.0,2025-09-06,2025-09-07,South,West,No
2238.0,2025-12-31,2026-01-08,North,East,Yes
,2025-10-19,2025-10-22,West,East,No
2240.0,2025-09-08,2025-09-10,West,North,No
223.0,2025-10-03,2025-10-05,South,North,No
2242.0,2025-10-01,2025-10-04,North,South,No
2243.0,2025-12-29,2026-01-06,East,East,Yes
2244.0,2025-11-20,,South,North,Yes
2245.0,2025-09-15,2025-09-19,East,East,No
2246.0,2025-09-27,2025-09-30,South,East,No
2247.0,2025-12-15,2025-12-21,East,West,Yes
,2025-09-07,2025-09-12,North,South,No
2249.0,2025-12-20,2026-01-03,South,South,Yes
2250.0,2025-09-10,2025-09-07,East,South,No
2251.0,2025-12-25,2025-12-31,East,West,Yes
2252.0,,,East,South,Yes
2253.0,2025-09-14,2025-09-15,South,South,No
2254.0,2025-11-02,2025-10-31,South,South,No
2255.0,2025-11-27,2025-11-29,North,North,Yes
2256.0,2025-11-30,2025-12-08,West,North,Yes
2257.0,2025-10-19,2025-10-24,West,South,No
2258.0,2025-12-18,,East,West,Yes
2259.0,2025-08-26,2025-08-31,West,East,No
2260.0,2025-08-27,2025-09-01,East,East,No
2261.0,2025-08-25,2025-08-30,South,West,No
54.0,2025-08-24,2025-08-25,East,East,No
2263.0,2025-12-19,2025-12-29,West,North,Yes
2264.0,2025-10-08,2025-10-12,East,West,No
2265.0,2025-09-24,2025-10-18,North,West,No
2266.0,2025-12-21,,North,North,Yes
2267.0,2025-11-06,2025-11-09,North,West,No
2268.0,2025-08-27,2025-08-30,East,South,No
2269.0,2025-08-24,2025-08-25,North,West,No
2270.0,2025-10-16,,North,North,No
2271.0,2025-12-24,2025-12-28,North,East,Yes
244.0,2025-11-21,2025-12-05,South,East,Yes
2273.0,2025-12-26,2025-12-28,North,South,Yes
2274.0,2025-08-24,2025-08-26,South,East,No
114.0,2025-08-15,2025-08-16,East,West,No
2276.0,2025-11-25,2025-12-08,West,North,Yes
2277.0,2025-10-01,2025-10-03,South,West,No
2278.0,2025-09-20,2025-09-23,East,North,No
2279.0,2025-12-23,2025-12-28,West,North,Yes
2280.0,2025-10-20,2025-10-22,West,West,No
2281.0,2025-10-28,2025-11-01,West,South,No
2282.0,2025-11-04,,North,West,No
2283.0,2025-08-27,2025-09-01,South,South,No
2284.0,2025-12-27,,North,East,Yes
2285.0,2025-11-03,2025-11-04,North,West,No
2286.0,2025-09-22,2025-09-23,East,North,No
2287.0,2025-11-01,2025-10-30,South,East,No
239.0,2025-09-05,2025-09-07,North,West,No
,2025-10-07,2025-10-10,West,North,No
2290.0,,,East,East,Yes
2291.0,2025-10-05,2025-10-10,East,South,No
2292.0,2025-08-19,2025-08-21,West,East,No
2293.0,2025-08-19,2025-08-21,North,East,No
2294.0,2025-10-30,2025-11-03,East,North,No
2295.0,2025-10-18,2025-10-23,West,East,No
2296.0,2025-11-28,,,,Yes
2297.0,2025-09-11,,West,West,No
2298.0,2025-10-29,2025-11-03,South,West,No
2299.0,2025-10-26,2025-10-28,South,South,No
2300.0,2025-11-23,2025-11-28,North,South,Yes
2301.0,2025-09-13,2025-09-17,South,South,No
2302.0,2025-11-29,,East,East,Yes
2303.0,2025-12-21,2025-12-29,East,West,Yes
2304.0,2025-08-23,2025-08-24,south,east,No
2305.0,,,West,South,No
2306.0,2025-09-21,2025-09-22,North,South,No
